Ibuk ID;Tytuł;Autor;ISBN;Wydawnictwo;Rok wydania;Kategoria;Podkategoria;Link do książki 
2371;Genetyka. Krótkie wykłady;P.C. Winter, G.I. Hickey, H.L. Fletcher;978-83-01-16343-3;Wydawnictwo Naukowe PWN;2010;Nauki matematyczno-przyrodnicze;Biologia;Czytaj
2181;Geodezja;Wiesław Kosiński;978-83-01-16342-6;Wydawnictwo Naukowe PWN;2010;Nauki matematyczno-przyrodnicze;Technika;Czytaj
133;Geografia ekonomiczna;Ryszard Domański;83-01-14190-5;Wydawnictwo Naukowe PWN;2006;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
220;Geografia fizyczna Polski;Redakcja: Katarzyna Ostaszewska, Andrzej Richling;83-01-14426-2;Wydawnictwo Naukowe PWN;2005;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
128;Geografia fizyczna świata;Jerzy Makowski;978-83-01-14218-6;Wydawnictwo Naukowe PWN;2008;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
612;Geografia regionalna świata;Redakcja: Jerzy Makowski;978-83-01-14803-4;Wydawnictwo Naukowe PWN;2008;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
64630;Geografia turystyczna świata. Nowe trendy. Regiony turystyczne;Maciej Jędrusik, Jerzy Makowski, Florian Plit;978-83-235-1171-7;Wydawnictwa Uniwersytetu Warszawskiego;2010;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
968;Geografia Unii Europejskiej;Redakcja: Jerzy Makowski;978-83-01-15633-6;Wydawnictwo Naukowe PWN;2008;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
710;Geomatyka;Stefan Przewłocki;978-83-01-15529-2;Wydawnictwo Naukowe PWN;2009;Nauki matematyczno-przyrodnicze;Technika;Czytaj
43564;Godzina cudu. Miłość i erotyzm w twórczości Stanisława Przybyszewskiego;Katarzyna Badowska;978-83-7525-597-3;Wydawnictwo Uniwersytetu Łódzkiego;2011;Nauki humanistyczne;Filologia polska;Czytaj
27903;Gombrowicz z niemiecką gębą i inne studia komparatystyczne;Rolf Fieguth;978-83-232-2225-5;Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza;2011;Nauki humanistyczne;Filologia polska;Czytaj
1978;Gospodarka finansowa jednostek samorządu terytorialnego w warunkach integracji europejskiej;Redakcja: Teresa Famulska;978-83-7246-467-5;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2009;Nauki ekonomiczne;Finanse i bankowość;Czytaj
43709;Gospodarka lokalna w teorii i praktyce;Redakcja: Ryszard Brol, Andrzej Sztando;978-83-7695-280-2;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2012;Nauki ekonomiczne;Gospodarka światowa;Czytaj
43423;Gospodarka Polski 1990-2011, t. 1;Michał G. Woźniak;978-83-01-16987-9;Wydawnictwo Naukowe PWN;2012;Nauki ekonomiczne;Gospodarka światowa;Czytaj
62839;Gospodarka Polski 1990-2011, t. 2;Redakcja: Michał Woźniak;978-83-01-16827-8;Wydawnictwo Naukowe PWN;2012;Nauki ekonomiczne;Gospodarka światowa;Czytaj
62840;Gospodarka Polski 1990-2011, t. 3;Redakcja: Michał Woźniak;978-83-01-17301-2;Wydawnictwo Naukowe PWN;2013;Nauki ekonomiczne;Gospodarka światowa;Czytaj
43256;Gospodarka przestrzenna;Anna Karwińska;978-83-01-15445-5;Wydawnictwo Naukowe PWN;2011;Nauki ekonomiczne;Gospodarka światowa;Czytaj
44651;Gospodarka przestrzenna;Redakcja: Anna Dybała, Jacek Potocki;978-83-7695-256-7;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2011;Nauki ekonomiczne;Finanse i bankowość;Czytaj
38318;Gospodarka przestrzenna XXI wieku - nowe wyzwania;Redakcja: Zbigniew Przybyła, Stanisław Korenik;978-83-7695-075-4;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2011;Nauki ekonomiczne;Finanse i bankowość;Czytaj
633;Gospodarka regionalna i lokalna;Redakcja: Zbigniew Strzelecki;978-83-01-15451-6;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Teoria ekonomii;Czytaj
45;Gospodarka światowa. Geneza i rozwój;Janusz Skodlarski, Rafał Matera;978-83-01-15697-8;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Gospodarka światowa;Czytaj
955;Gospodarka turystyczna;Redakcja: Aleksander Panasiuk;978-83-01-15638-1;Wydawnictwo Naukowe PWN;2008;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
13234;Gospodarka turystyczna w regionie. Przedsiębiorstwo. Samorząd. Współpraca;Redakcja: Andrzej Rapacz;978-83-7695-124-9;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2011;Nauki ekonomiczne;Usługi;Czytaj
43983;Gospodarowanie zasobami ziemi w Polsce - aspekty teoretyczne i praktyczne;Joanna Szymańska;978-83-7695-268-0;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2012;Nauki ekonomiczne;Inne;Czytaj
41461;Gra wstępna;Monika Sawicka;978-83-935821-1-2;Wydawnictwo e-bookowo;2012;Literatura kobieca;-;Czytaj
2090;Gramatyka historyczna języka polskiego z ćwiczeniami;Stanisław Rospond;978-83-01-13992-6;Wydawnictwo Naukowe PWN;2009;Nauki humanistyczne;Filologia polska;Czytaj
1027;Gramatyka języka rosyjskiego z ćwiczeniami;Albina Gołubiewa, Magdalena Kuratczyk;978-83-01-15579-7;Wydawnictwo Naukowe PWN;2009;Nauki humanistyczne;Filologie obce;Czytaj
506;Gry świata według Lecha i Wojciecha Pijanowskich;Lech Pijanowski, Wojciech Pijanowski;978-83-01-14914-7;Wydawnictwo Naukowe PWN;2008;Inne;Różne;Czytaj
38443;Hakerstwo;Tim Jordan;978-83-01-16681-6;Wydawnictwo Naukowe PWN;2011;Informatyka;Inne;Czytaj
43696;Handel elektroniczny;Krzysztof Dobosz;978-83-63103-24-8;PJWSTK;2012;Informatyka;Internet;Czytaj
2380;Hiob biblijny. Hiob obecny w kulturze;Redakcja: Piotr Mitzner, Anna Szczepan-Wojnarska;978-83-7072-644-7;Wydawnictwo Uniwersytetu Kardynała Stefana Wyszyńskiego;2010;Nauki humanistyczne;Filologia polska;Czytaj
293;Historia administracji w Polsce 1764-1989;Wojciech Witkowski;978-83-01-14583-5;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Historia;Czytaj
64624;Historia astronomii;Redakcja: Michael Hoskin;978-83-235-1028-4;Wydawnictwa Uniwersytetu Warszawskiego;2007;Nauki matematyczno-przyrodnicze;Fizyka;Czytaj
1287;Historia estetyki, t.1;Władysław Tatarkiewicz;978-83-01-15743-2;Wydawnictwo Naukowe PWN;2009;Nauki społeczne;Filozofia;Czytaj
1288;Historia estetyki, t.2;Władysław Tatarkiewicz;978-83-01-15744-9;Wydawnictwo Naukowe PWN;2009;Nauki społeczne;Filozofia;Czytaj
1289;Historia estetyki, t.3;Władysław Tatarkiewicz;978-83-01-15745-6;Wydawnictwo Naukowe PWN;2009;Nauki społeczne;Filozofia;Czytaj
5532;Historia filozofii polskiej;Jan Skoczyński, Jan Woleński;978-83-7505-442-2;Wydawnictwo WAM;2010;Nauki społeczne;Filozofia;Czytaj
6050;Historia filozofii, t. 1-3;Władysław Tatarkiewicz;978-83-01-14466-1;Wydawnictwo Naukowe PWN;2011;Nauki społeczne;Filozofia;Czytaj
1026;Historia geografii polskiej;Redakcja: Antoni Jackowski, Andrzej Richling, Stanisław Liszewski;978-83-01-15589-6;Wydawnictwo Naukowe PWN;2008;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
43820;Historia gospodarcza;Janusz Skodlarski;978-83-01-17215-2;Wydawnictwo Naukowe PWN;2012;Nauki ekonomiczne;Gospodarka światowa;Czytaj
1881;Historia języka polskiego;Zenon Klemensiewicz;978-83-01-12760-2;Wydawnictwo Naukowe PWN;2009;Nauki humanistyczne;Filologia polska;Czytaj
38726;Historia literatury arabskiej;Wiebke Walther;978-83-01-15322-9;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Filologie obce;Czytaj
35;Historia literatury francuskiej;Katarzyna Dybeł, Barbara Marczuk, Jan Prokop;978-83-01-14551-4;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Filologie obce;Czytaj
61339;Historia literatury kresowej;Bolesław Hadaczek;978-83-242-1495-2;Universitas;2011;Nauki humanistyczne;Filologia polska;Czytaj
244;Historia literatury starożytnej;Maria Cytowska, Hanna Szelest;978-83-01-14799-0;Wydawnictwo Naukowe PWN;2006;Nauki humanistyczne;Filologie obce;Czytaj
805;Historia literatury włoskiej;Krzysztof Żaboklicki;978-83-01-15525-4;Wydawnictwo Naukowe PWN;2008;Nauki humanistyczne;Filologie obce;Czytaj
448;Historia Litwy;Jurate Kiaupiene, Zigmantas Kiaupa, Albinas Kuncevicius;978-83-01-15190-4;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Historia;Czytaj
5618;Historia nowoczesnych stosunków międzynarodowych;Wojciech Rojek;978-83-01-16507-9;Wydawnictwo Naukowe PWN;2010;Nauki społeczne;Nauki polityczne;Czytaj
540;Historia ogrodów, t. 1;Longin Majdecki;978-83-01-15087-7;Wydawnictwo Naukowe PWN;2007;Nauki matematyczno-przyrodnicze;Biologia;Czytaj
827;Historia ogrodów, t. 2;Longin Majdecki;978-83-01-15416-5;Wydawnictwo Naukowe PWN;2008;Nauki matematyczno-przyrodnicze;Biologia;Czytaj
673;Historia Państwa Kościelnego;Jan Gordziałkowski;978-83-7318-865-5;Wydawnictwo WAM;2007;Nauki humanistyczne;Historia;Czytaj
1264;Historia Policji w Polsce;Andrzej Misiuk;978-83-60807-02-6;Łośgraf;2008;Prawo;Bezpieczeństwo wewnętrzne;Czytaj
1021;Historia Polski 1572-1795;Urszula Augustyniak;978-83-01-15592-6;Wydawnictwo Naukowe PWN;2008;Nauki humanistyczne;Historia;Czytaj
57;Historia Polski 1795-1914;Jerzy Zdrada;83-01-14506-4;Wydawnictwo Naukowe PWN;2005;Nauki humanistyczne;Historia;Czytaj
2278;Historia Polski 1914-1989;Ryszard Kaczmarek;978-83-01-16326-6;Wydawnictwo Naukowe PWN;2010;Nauki humanistyczne;Historia;Czytaj
61411;Historia Polski od 11 listopada 1918 do 17 września 1939;Stanisław Cat-Mackiewicz;978-83-242-1587-4;Universitas;2012;Nauki humanistyczne;Historia;Czytaj
1899;Historia powszechna. 1789-1870;Mieczysław Żywczyński;978-83-01-14683-2;Wydawnictwo Naukowe PWN;2008;Nauki humanistyczne;Historia;Czytaj
1587;Historia powszechna. Starożytność;Adam Ziółkowski;978-83-01-15810-1;Wydawnictwo Naukowe PWN;2009;Nauki humanistyczne;Historia;Czytaj
1377;Historia powszechna. Średniowiecze;Roman Michałowski;978-83-01-16018-0;Wydawnictwo Naukowe PWN;2009;Nauki humanistyczne;Historia;Czytaj
960;Historia powszechna. Wiek XIX;Andrzej Chwalba;978-83-01-15444-8;Wydawnictwo Naukowe PWN;2009;Nauki humanistyczne;Historia;Czytaj
1869;Historia powszechna. Wiek XVI-XVII;Zbigniew Wójcik;978-83-01-14603-0;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Historia;Czytaj
6012;Historia powszechna. Wiek XX;Jakub Tyszkiewicz, Edward Czapiewski;978-83-01-16365-5;Wydawnictwo Naukowe PWN;2010;Nauki humanistyczne;Historia;Czytaj
687;Historia prawa w Polsce;Dariusz Makiłła;978-83-01-15002-0;Wydawnictwo Naukowe PWN;2008;Nauki humanistyczne;Historia;Czytaj
42584;Historia sportu;Wojciech Lipoński;978-83-01-17001-1;Wydawnictwo Naukowe PWN;2012;Sport;-;Czytaj
1384;Historia teorii stosunków międzynarodowych;Andrzej Gałganek;978-83-01-15902-3;Wydawnictwo Naukowe PWN;2009;Nauki społeczne;Nauki polityczne;Czytaj
274;Historia ustroju i prawa w Polsce 1772/1795-1918;Marian Kallas, Marek Krzymkowski;978-83-01-14798-3;Wydawnictwo Naukowe PWN;2006;Nauki humanistyczne;Historia;Czytaj
275;Historia ustroju i prawa w Polsce do 1772/1795;Sławomir Godek, Magdalena Wilczek-Karczewska;978-83-01-14797-6;Wydawnictwo Naukowe PWN;2006;Nauki humanistyczne;Historia;Czytaj
36;Historia ustroju Polski;Marian Kallas;83-01-14690-7;Wydawnictwo Naukowe PWN;2006;Nauki humanistyczne;Historia;Czytaj
38444;Historia władzy w Związku Radzieckim 1945-1991;Rudolf G. Pichoja;978-83-01-16721-9;Wydawnictwo Naukowe PWN;2011;Nauki humanistyczne;Historia;Czytaj
1982;Historia współczesna świata arabskiego;Danuta Madeyska;978-83-235-0544-0;Wydawnictwa Uniwersytetu Warszawskiego;2008;Nauki humanistyczne;Historia;Czytaj
825;Historia współczesnej psychologii;Ludy T. Benjamin;978-83-01-15554-4;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Psychologia;Czytaj
5541;Historia wychowania, t. 1;Stanisław Litak;978-83-7505-446-0;Wydawnictwo WAM;2010;Nauki społeczne;Pedagogika;Czytaj
38312;Historia wychowania, t. 1;Stanisław Kot;978-83-62015-11-5;Wydawnictwo Akademickie ŻAK;2010;Nauki społeczne;Pedagogika;Czytaj
38313;Historia wychowania, t. 2;Stanisław Kot;978-83-62015-12-2;Wydawnictwo Akademickie ŻAK;2010;Nauki społeczne;Pedagogika;Czytaj
492;Historia wychowania, t. 2. Wiek XIX i XX;Ryszard Terlecki, Jan Draus;83-7318-634-4;Wydawnictwo WAM;2005;Nauki społeczne;Pedagogika;Czytaj
61317;Historie wydobyte z cienia;Ewa Kępa;978-83-242-1853-0;Universitas;2012;Literatura kobieca;-;Czytaj
64489;Hiszpania wielokulturowa;Maja Biernacka;978-83-7383-557-3;Wydawnictwo Naukowe Scholar;2012;Nauki społeczne;Socjologia;Czytaj
1361;Homo players;Dominika Urbańska-Galanciak;978-83-61408-87-1;Łośgraf;2009;Informatyka;Internet;Czytaj
38055;Horror w literaturze współczesnej i filmie;Anita Has-Tokarz;978-83-227-3123-9;Wydawnictwo Uniwersytetu Marii Curie-Skłodowskiej;2011;Nauki humanistyczne;Filologia polska;Czytaj
65003;Horyzonty nihilizmu. Gombrowicz - Różewicz - Borowski;Michał Januszkiewicz;978-83-232-1959-0;Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza;2009;Nauki humanistyczne;Filologia polska;Czytaj
659;Hotelarstwo;Praca zbiorowa;978-83-01-15367-0;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
37881;Human Movement, 12(1) 2011;praca zbiorowa;;Wydawnictwo Akademii Wychowania Fizycznego we Wrocławiu;2011;Publikacje darmowe;-;Czytaj
37987;Human Movement, 12(2) 2011;Praca zbiorowa;;Wydawnictwo Akademii Wychowania Fizycznego we Wrocławiu;2011;Publikacje darmowe;-;Czytaj
38020;Human Movement, 12(3) 2011;Praca zbiorowa;;Wydawnictwo Akademii Wychowania Fizycznego we Wrocławiu;2011;Publikacje darmowe;-;Czytaj
38123;Human Movement, 12(4) 2011;Praca zbiorowa;;Wydawnictwo Akademii Wychowania Fizycznego we Wrocławiu;2011;Publikacje darmowe;-;Czytaj
67151;Human Movement, 13(1);Praca zbiorowa;;Wydawnictwo Akademii Wychowania Fizycznego we Wrocławiu;2012;Publikacje darmowe;-;Czytaj
67150;Human Movement, 13(2);Praca zbiorowa;;Wydawnictwo Akademii Wychowania Fizycznego we Wrocławiu;2012;Publikacje darmowe;-;Czytaj
67149;Human Movement, 13(3);Praca zbiorowa;;Wydawnictwo Akademii Wychowania Fizycznego we Wrocławiu;2012;Publikacje darmowe;-;Czytaj
67393;Human Movement, 13(4);Praca zbiorowa;;Wydawnictwo Akademii Wychowania Fizycznego we Wrocławiu;2012;Publikacje darmowe;-;Czytaj
45152;Hybryda Pismo Artystyczno-Literackie Stowarzyszenia Twórczego POLART Nr 20/2012;Redakcja: Joanna Krupińska-Trzebiatowska;;POLART;2012;Publikacje darmowe;-;Czytaj
45157;Hybryda Pismo Artystyczno-Literackie Stowarzyszenia Twórczego POLART Nr 21/2012;Redakcja: Joanna Krupińska-Trzebiatowska;;POLART;2012;Publikacje darmowe;-;Czytaj
71765;Hybryda Pismo Artystyczno-Literackie Stowarzyszenia Twórczego POLART Nr 22/2013;Redakcja: Joanna Krupińska-Trzebiatowska;;POLART;2013;Publikacje darmowe;-;Czytaj
2162;Ikona w sztuce XX wieku;Renata Rogozińska;978-83-7505-242-8;Wydawnictwo WAM;2009;Nauki humanistyczne;Kultura i sztuka;Czytaj
62008;Immunologia;Redakcja: Witold Lasek, Jakub Gołąb, Marek Jakóbisiak, Tomasz Stokłosa;978-83-01-17108-7;Wydawnictwo Naukowe PWN;2012;Nauki matematyczno-przyrodnicze;Biologia;Czytaj
1378;Immunologia. Krótkie wykłady;P.M. Lydyard, M.W. Fanger, A. Whelan;978-83-01-15876-7;Wydawnictwo Naukowe PWN;2009;Nauki matematyczno-przyrodnicze;Biologia;Czytaj
40297;Informacja naukowa w Polsce na przełomie XX i XXI wieku. Dynamika zmian w świetle piśmiennictwa;Małgorzata Janiak;978-83-233-2926-8;Wydawnictwo Uniwersytetu Jagiellońskiego;2010;Nauki humanistyczne;Filologia polska;Czytaj
2290;Informacja w internecie;Maciej Dutko, Magdalena Karciarz;978-83-01-16476-8;Wydawnictwo Naukowe PWN;2010;Informatyka;Internet;Czytaj
811;Informatyka medyczna;Redakcja: Robert Rudowski;83-01-14056-9;Wydawnictwo Naukowe PWN;2003;Medycyna;Inne;Czytaj
64585;Informatyka@przyszłości;Redakcja: Witold Chmielarz, Jerzy Kisoelnicki, Tomasz Parys;978-83-63962-17-3;Wydawnictwo Wydziału Zarządzania Uniwersytetu Warszawskiego;2013;Informatyka;Zastosowania informatyki;Czytaj
43973;Inne życie Biografia Jarosława Iwaszkiewicza;Radosław Romaniuk;978-83-244-0238-0;Iskry;2012;Literatura faktu;-;Czytaj
1339;Inni czy podobni? Charakterystyka osób z ograniczeniem sprawności;Anna Małgorzata Chodynicka, Piotr Rycielski;978-83-89281-64-7;Academica Wydawnictwo SWPS;2008;Publikacje darmowe;-;Czytaj
294;Innowacyjne usługi banku;Redakcja: Dorota Korenik;83-01-14587-0;Wydawnictwo Naukowe PWN;2006;Nauki ekonomiczne;Finanse i bankowość;Czytaj
26619;Innowacyjne zarządzanie organizacjami;Redakcja: Anna Szopa, Tadeusz Marek;978-83-233-3139-1;Wydawnictwo Uniwersytetu Jagiellońskiego;2011;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
66006;Instalacje elektryczne;Henryk Markiewicz;978-83-7926-037-9;Wydawnictwo WNT;2012;Nauki matematyczno-przyrodnicze;Technika;Czytaj
36785;Instrumenty zarządzania przedsiębiorstwem przez finanse;Redakcja: Barbara Woźniak-Sobczak;978-83-7246-543-6;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2010;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
37991;Instytucje bezpieczeństwa wewnętrznego w Polsce. Zarys dziejów (od X wieku do współczesności);Andrzej Misiuk;978-83-7462-297-4;Wydawnictwo Wyższej Szkoły Policji w Szczytnie;2011;Nauki humanistyczne;Historia;Czytaj
66448;Instytucje gospodarki rynkowej;Tadeusz Włudyka, Marcin Smaga;978-83-264-4707-5;Wolters Kluwer Polska;2012;Nauki ekonomiczne;Gospodarka światowa;Czytaj
1625;Instytucje wsparcia dziecka i rodziny;Beata Krajewska;978-83-7587-118-0;Oficyna Wydawnicza IMPULS;2009;Nauki społeczne;Pedagogika;Czytaj
683;Integracja ze strefą euro;Cezary Wójcik;978-83-01-15492-9;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Finanse i bankowość;Czytaj
1763;Integracyjne kształcenie niepełnosprawnych;Grzegorz Szumski;978-83-01-14711-2;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Pedagogika;Czytaj
6028;Internetowe gatunki dziennikarskie;Redakcja: Wojciech Furman, Kazimierz Wolny-Zmorzyński;978-83-61408-57-4;Łośgraf;2010;Nauki społeczne;Komunikacja społeczna;Czytaj
2120;Interpretacja materiałów wizualnych;Rose Gillian;978-83-01-16249-8;Wydawnictwo Naukowe PWN;2010;Nauki społeczne;Socjologia;Czytaj
61376;Interpretować dalej;Redakcja: Anna Kałuża, Alina Świeściak;978-83-242-1539-3;Universitas;2011;Nauki humanistyczne;Filologia polska;Czytaj
9294;Inwestowanie w nieruchomości na rynkach międzynarodowych;Marta Anastazja Wiśniewska;978-83-01-16667-0;Wydawnictwo Naukowe PWN;2011;Nauki ekonomiczne;Finanse i bankowość;Czytaj
63425;Inwestycje finansowe i ubezpieczenia - tendencje światowe a rynek polski;Redakcja: Krzysztof Jajuga, Wanda Ronka-Chmielowiec;978-83-7695-293-2;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2012;Nauki ekonomiczne;Finanse i bankowość;Czytaj
1761;Inżynieria oprogramowania;Krzysztof Sacha;978-83-01-16179-8;Wydawnictwo Naukowe PWN;2010;Informatyka;Programowanie;Czytaj
63965;Inżynieria powierzchni;Marek Blicharski;978-83-63623-95-1;Wydawnictwo WNT;2012;Nauki matematyczno-przyrodnicze;Chemia;Czytaj
41977;Iskier leksykon dramatu;Hanna Baltyn-Karpińska;978-83-244-0240-3;Iskry;2008;Nauki humanistyczne;Filologia polska;Czytaj
1304;Istota socjologii;Earl Babbie;978-83-01-15244-4;Wydawnictwo Naukowe PWN;2007;Nauki społeczne;Socjologia;Czytaj
6030;Ius internet. Między prawem a etyką;Joanna Kulesza;978-83-7644-080-4;Łośgraf;2010;Prawo;Prawo własności intelektualnej;Czytaj
27899;Ja, Miasto. Szkice o (nie tylko polskiej) dramaturgii lat ostatnich;Marta Karasińska;978-83-232-2273-6;Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza;2011;Nauki humanistyczne;Filologia polska;Czytaj
5620;Jak dobrze pisać. Od myśli do tekstu;Jolanta Maćkiewicz;978-83-01-16349-5;Wydawnictwo Naukowe PWN;2010;Nauki humanistyczne;Filologia polska;Czytaj
2363;Jak kształtować regionalne produkty turystyczne?;Małgorzata Zdon-Korzeniowska;978-83-233-2711-0;Wydawnictwo Uniwersytetu Jagiellońskiego;2009;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
62916;Jak obniżyć koszty ogrzewania budynku?;Anna Białorucka, Agnieszka Korzeniewska, Jarosław Guzal;978-83-64094-08-8;Dom Wydawniczy MEDIUM;2013;Publikacje darmowe;-;Czytaj
515;Jak stworzyć najlepszy blog. WordPress 2.0;Łukasz Sosna, Paweł Lipiec;978-83-01-15305-2;Wydawnictwo Naukowe PWN;2007;Informatyka;Internet;Czytaj
2252;Jak taniej ogrzać dom;Wojciech Oszczak;978-83-206-1582-1;Wydawnictwa Komunikacji i Łączności;2005;Nauki matematyczno-przyrodnicze;Technika;Czytaj
1870;Jak wydobyć się z depresji;Sue Atkinson;978-83-01-15541-4;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Psychologia;Czytaj
2416;Jak wypromowano bestseller;Kuba Frołow;978-83-61154-44-0;Biblioteka Analiz;2010;Nauki ekonomiczne;Marketing, reklama;Czytaj
2668;Jak zorganizować rewelacyjne wesele. Poradnik krok po kroku;Agnieszka Witońska-Pakulska;978-83-62480-60-9;Wydawnictwo e-bookowo;2010;Poradniki;-;Czytaj
40799;Jak żyć z zespołem jelita nadwrażliwego;Mirosław Jarosz, Wioleta Respondek, Jan Dzieniszewski, Iwona Traczyk;978-83-200-3409-7;Wydawnictwo Lekarskie PZWL;2008;Medycyna;Poradniki medyczne;Czytaj
5544;Jaka polityka spójności po roku 2013?;Redakcja: Ewa Szostak, Mirosława Klamut;;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2010;Nauki ekonomiczne;Unia Europejska;Czytaj
1336;Jaka pomoc i dla kogo? Wsparcie indywidualne i instytucjonalne a aktywizacja zawodowa osób z ograniczeniem sprawności;Radosław Kaczan, Karolina Smoczyńska, Iwona Bąbiak;978-83-89281-62-3;Academica Wydawnictwo SWPS;2008;Publikacje darmowe;-;Czytaj
2573;Jakościowe metody badań marketingowych. Jak zrozumieć konsumenta;Dominika Maison;978-83-01-16424-9;Wydawnictwo Naukowe PWN;2010;Nauki ekonomiczne;Marketing, reklama;Czytaj
524;Jakość i efektywność usług hotelarskich;Stanisław Borkowski, Ewa Wszendybył;978-83-01-15144-7;Wydawnictwo Naukowe PWN;2007;Nauki ekonomiczne;Usługi;Czytaj
1723;Jan Paweł II;Anna Radziwiłł;978-83-233-2511-6;Wydawnictwo Uniwersytetu Jagiellońskiego;2008;Nauki humanistyczne;Kulturoznawstwo;Czytaj
39481;Jan Paweł II i krach komunizmu;Jan Kochańczyk;978-83-63080-85-3;Wydawnictwo e-bookowo;2012;Literatura faktu;-;Czytaj
37989;Jednostka kontrterrorystyczna - element działań bojowych w systemie bezpieczeństwa antyterrorystycznego;Kuba Jałoszyński;978-83-7462-278-3;Wydawnictwo Wyższej Szkoły Policji w Szczytnie;2011;Prawo;Bezpieczeństwo wewnętrzne;Czytaj
6978;Język;Edward Sapir;978-83-242-1427-3;Universitas;2011;Nauki humanistyczne;Filologie obce;Czytaj
252;Język w komunikowaniu;Marian Bugajski;978-83-01-14807-2;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Filologia polska;Czytaj
1775;Językoznawstwo;Tadeusz Milewski;978-83-01-14244-5;Wydawnictwo Naukowe PWN;2009;Nauki humanistyczne;Filologia polska;Czytaj
61720;Julian Tuwim. Biografia - twórczość - recepcja;Redakcja: Tomasz Cieślak, Krystyna Ratajska;978-83-7525-061-9;Wydawnictwo Uniwersytetu Łódzkiego;2007;Nauki humanistyczne;Filologia polska;Czytaj
26677;Juliusz Słowacki - interpretacje i reinterpretacje;Redakcja: Ewa Szczeglacka-Pawłowska, Ewangelina Skalińska;978-83-7072-693-5;Wydawnictwo Uniwersytetu Kardynała Stefana Wyszyńskiego;2011;Nauki humanistyczne;Filologia polska;Czytaj
1031;Kapitał ludzki organizacji;Grzegorz Łukasiewicz;978-83-01-15768-5;Wydawnictwo Naukowe PWN;2009;Nauki ekonomiczne;Zarządzanie zasobami ludzkimi (HR);Czytaj
40915;Kapryśne serca;Marian Kowalski;978-83-7859-030-9;Wydawnictwo e-bookowo;2012;Literatura kobieca;-;Czytaj
416;Kardiologia;Redakcja: Tadeusz Mandecki;83-200-2912-0;Wydawnictwo Lekarskie PZWL;2005;Medycyna;Kardiologia;Czytaj
38717;Karolcia;Maria Krüger;978-83-7568-638-8;Siedmioróg;2011;Literatura dla dzieci i młodzieży;-;Czytaj
573;Katastrofy przyrodnicze;Włodzimierz Mizerski, Marek Graniczny;978-83-01-15146-1;Wydawnictwo Naukowe PWN;2009;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
40476;Katyń w oczach Zachodu;Franz Kadell;978-83-01-16935-0;Dom Wydawniczy PWN Sp. z o.o.;2012;Literatura faktu;-;Czytaj
5187;Kazimierz Jagiellończyk i jego czasy;Maria Bogucka;978-83-242-1031-2;Universitas;2009;Nauki humanistyczne;Historia;Czytaj
2216;Kino Jerzego Kawalerowicza i jego konteksty;Jan Rek;978-83-7525-188-3;Wydawnictwo Uniwersytetu Łódzkiego;2008;Nauki humanistyczne;Kultura i sztuka;Czytaj
61372;Kino nieme;Redakcja: Tadeusz Lubelski, Iwona Sowińska, Rafał Syska;978-83-242-1536-2;Universitas;2012;Nauki humanistyczne;Kultura i sztuka;Czytaj
